"YEAR";"ESPECE";"MIGRATION";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2004;"PASDOM";"Court";"Atlantique";0;0,222222222222222;0,296296296296296;0,6;3,42857142857143
2005;"PASDOM";"Court";"Atlantique";0;0;0,0687645687645688;0,5625;3,15208333333333
2006;"PASDOM";"Court";"Atlantique";0;0,1875;0,452991452991453;1,02631578947368;3,49342105263158
2007;"PASDOM";"Court";"Atlantique";0;0;0,358974358974359;0,75;1,76428571428571
2008;"PASDOM";"Court";"Atlantique";0;0;0,0222222222222222;1;3,35
2009;"PASDOM";"Court";"Atlantique";0;0;0;0;2,05
2010;"PASDOM";"Court";"Atlantique";0;0;0;0,249266862170088;2,325
2011;"PASDOM";"Court";"Atlantique";0;0;0,0119047619047619;1,875;6,3
2012;"PASDOM";"Court";"Atlantique";0;0;0;0;3,36875
2013;"PASDOM";"Court";"Atlantique";0;0,0625;0,5;0,8125;0,979166666666667
2014;"PASDOM";"Court";"Atlantique";0;0;0;0,357142857142857;1,55
2015;"PASDOM";"Court";"Atlantique";0;0;0;0,204545454545455;2,2025
2016;"PASDOM";"Court";"Atlantique";0;0;0,142857142857143;0,399122807017544;0,878846153846154
2017;"PASDOM";"Court";"Atlantique";0;0;0;0,955882352941176;2,409375
2018;"PASDOM";"Court";"Atlantique";0;0;0;0,15;0,975
2019;"PASDOM";"Court";"Atlantique";0;0;0;0,846153846153846;2,4
2020;"PASDOM";"Court";"Atlantique";0;0;0;0,2;2,24705882352941
2021;"PASDOM";"Court";"Atlantique";0;0;0,2;0,714285714285714;1,21048387096774
2022;"PASDOM";"Court";"Atlantique";0;0;0,208333333333333;1,09615384615385;3,66521739130435
2002;"PASMON";"Court";"Atlantique";1;1;1;1;1
2003;"PASMON";"Court";"Atlantique";0;0;0;0;0
1993;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
1997;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2002;"PHOOCH";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2003;"PHOOCH";"Court";"Atlantique";0,05;0,5;1;2;2,9
2005;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2007;"PHOOCH";"Court";"Atlantique";6;6;6;6;6
2009;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2010;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2011;"PHOOCH";"Court";"Atlantique";0,0999999999999996;1;2;3;3,9
2012;"PHOOCH";"Court";"Atlantique";1;1;1;1;1
2013;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2014;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2015;"PHOOCH";"Court";"Atlantique";2;2;2;2;2
2016;"PHOOCH";"Court";"Atlantique";0;0;0;0,5;0,95
2019;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
2020;"PHOOCH";"Court";"Atlantique";7;7;7;7;7
2021;"PHOOCH";"Court";"Atlantique";1;1;1;1;1
2022;"PHOOCH";"Court";"Atlantique";0;0;0;0;0
1990;"PHYCOL";"Court";"Atlantique";0,0961538461538461;0,269230769230769;0,734463276836158;1,19544491525424;1,35704449152542
1991;"PHYCOL";"Court";"Atlantique";0,192105263157895;0,5;0,666666666666667;1,75;2,45961538461538
1992;"PHYCOL";"Court";"Atlantique";0,05;0,5;0,740740740740741;2,09090909090909;2,90909090909091
1993;"PHYCOL";"Court";"Atlantique";0,0294642857142857;0,294642857142857;0,571428571428571;2,2625;6,34625
1994;"PHYCOL";"Court";"Atlantique";0,409259259259259;0,425925925925926;0,444444444444444;1,88888888888889;3,18888888888889
1995;"PHYCOL";"Court";"Atlantique";0,358333333333333;0,583333333333333;1,7;2,8;2,98
1996;"PHYCOL";"Court";"Atlantique";0,0113636363636363;0,113636363636364;0,227272727272727;0,340909090909091;0,443181818181818
1997;"PHYCOL";"Court";"Atlantique";0,264583333333333;0,395833333333333;0,541666666666667;0,6875;0,81875
1998;"PHYCOL";"Court";"Atlantique";0,249999999999999;2,5;5;7,5;9,75
1999;"PHYCOL";"Court";"Atlantique";0,0346153846153845;0,346153846153846;0,692307692307692;1,03846153846154;1,35
2000;"PHYCOL";"Court";"Atlantique";0,05859375;0,6015625;1;3,25;4
2001;"PHYCOL";"Court";"Atlantique";0,123809523809524;0,333333333333333;0,533333333333333;0,666666666666667;2,34285714285714
2002;"PHYCOL";"Court";"Atlantique";0;0,372938530734633;1,48333333333333;2,13636363636364;7,575
2003;"PHYCOL";"Court";"Atlantique";0;0,311126373626374;0,639751552795031;1,29076086956522;4,15
2004;"PHYCOL";"Court";"Atlantique";0;0,164141414141414;0,5;1;7,325
2005;"PHYCOL";"Court";"Atlantique";0;0,729166666666667;1;1,44327731092437;6,125
2006;"PHYCOL";"Court";"Atlantique";0;0,5;0,833333333333333;2,33333333333333;4
2007;"PHYCOL";"Court";"Atlantique";0;0,5;1;1,92307692307692;10,15
2008;"PHYCOL";"Court";"Atlantique";0;0,335227272727273;0,666666666666667;1,30833333333333;3,41964285714285
2009;"PHYCOL";"Court";"Atlantique";0;0,375;1;2,15;6,84166666666666
2010;"PHYCOL";"Court";"Atlantique";0;0,0993589743589744;0,708333333333333;1,28571428571429;6,175
2011;"PHYCOL";"Court";"Atlantique";0;0,375;0,928571428571429;2;5,125
2012;"PHYCOL";"Court";"Atlantique";0;0;0,5;1,03125;3,61249999999999
2013;"PHYCOL";"Court";"Atlantique";0;0,15;0,5;0,759615384615385;3,29166666666666
2014;"PHYCOL";"Court";"Atlantique";0;0,285714285714286;0,714285714285714;1,55555555555556;4,28333333333333
2015;"PHYCOL";"Court";"Atlantique";0;0,3;0,7;1,25;5,7
2016;"PHYCOL";"Court";"Atlantique";0;0;0,666666666666667;1,11688311688312;3
2017;"PHYCOL";"Court";"Atlantique";0;0,4;0,833333333333333;1,60384615384615;3,52232142857143
2018;"PHYCOL";"Court";"Atlantique";0;0;0,4375;1,06818181818182;3,41875
2019;"PHYCOL";"Court";"Atlantique";0;0,407142857142857;1;1,68571428571429;4,65
2020;"PHYCOL";"Court";"Atlantique";0;0,357142857142857;0,861111111111111;1,38333333333333;3,675
2021;"PHYCOL";"Court";"Atlantique";0;0,154761904761905;0,5;1;2,4375
2022;"PHYCOL";"Court";"Atlantique";0;0,428571428571429;0,892045454545455;1,5;3,05
1990;"PICDIS";"Court";"Atlantique";0;0;0;0;0
1992;"PICDIS";"Court";"Atlantique";0;0;0;0;0
1993;"PICDIS";"Court";"Atlantique";0;0;0;0;0
1994;"PICDIS";"Court";"Atlantique";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
1995;"PICDIS";"Court";"Atlantique";0;0;0;0;0
1996;"PICDIS";"Court";"Atlantique";0;0;0;0;0
1999;"PICDIS";"Court";"Atlantique";2;2;2;2;2
2000;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2001;"PICDIS";"Court";"Atlantique";0;0;0;0,5;0,95
2002;"PICDIS";"Court";"Atlantique";0,05;0,5;1;2;2,9
2003;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2004;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2005;"PICDIS";"Court";"Atlantique";0;0;0;0,25;2,65
2006;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2007;"PICDIS";"Court";"Atlantique";0;0;0;0,5;0,95
2008;"PICDIS";"Court";"Atlantique";0;0;0;0;1,8
2009;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2010;"PICDIS";"Court";"Atlantique";0;0;0;1;1
2011;"PICDIS";"Court";"Atlantique";0;0;0;0;0,875
2012;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2013;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2014;"PICDIS";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2015;"PICDIS";"Court";"Atlantique";0;0;0;0;1,7
2016;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2017;"PICDIS";"Court";"Atlantique";0;0;0;0,25;0,475
2018;"PICDIS";"Court";"Atlantique";0;0;0,166666666666667;0,583333333333333;0,958333333333333
2019;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2020;"PICDIS";"Court";"Atlantique";0;0;0;0;2,55
2021;"PICDIS";"Court";"Atlantique";0;0;0;1;1,725
2022;"PICDIS";"Court";"Atlantique";0;0;0;0;0
2008;"PICDISSHA";"Court";"Atlantique";0;0;0;0;0
2019;"PICDISVIR";"Court";"Atlantique";0;0;0;0;0
1991;"PICPIC";"Court";"Atlantique";0;0;0;0;0
1992;"PICPIC";"Court";"Atlantique";0;0;0;0;0
1995;"PICPIC";"Court";"Atlantique";2;2;2;2;2
1996;"PICPIC";"Court";"Atlantique";0;0;0;0;0
1997;"PICPIC";"Court";"Atlantique";1;1;1;1;1
2001;"PICPIC";"Court";"Atlantique";1;1;1;1;1
2004;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2005;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2007;"PICPIC";"Court";"Atlantique";0;0;0;0,5;0,95
2008;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2009;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2010;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2012;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2013;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2014;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2016;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2018;"PICPIC";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2019;"PICPIC";"Court";"Atlantique";0;0;0;0;0
2022;"PICPIC";"Court";"Atlantique";1;1;1;1;1
1990;"PRUMOD";"Court";"Atlantique";0,4;0,4;0,4;0,477777777777778;0,547777777777778
1991;"PRUMOD";"Court";"Atlantique";0,0333333333333334;0,333333333333333;0,363636363636364;0,5;0,5
1992;"PRUMOD";"Court";"Atlantique";0,194551282051282;0,445512820512821;0,602564102564103;0,75;0,975
1993;"PRUMOD";"Court";"Atlantique";0,366666666666667;0,666666666666667;1;1;1
1994;"PRUMOD";"Court";"Atlantique";0,147321428571429;0,348214285714286;0,571428571428571;0,619047619047619;0,661904761904762
1995;"PRUMOD";"Court";"Atlantique";0,7525;0,775;0,8;2,9;4,79
1996;"PRUMOD";"Court";"Atlantique";0,00999999999999997;0,1;0,2;0,3;0,39
1997;"PRUMOD";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
1998;"PRUMOD";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
1999;"PRUMOD";"Court";"Atlantique";0,0187499999999999;0,1875;0,375;0,5625;0,73125
2000;"PRUMOD";"Court";"Atlantique";0,025;0,261111111111111;0,5;0,888888888888889;1,875
2001;"PRUMOD";"Court";"Atlantique";0;0,176470588235294;0,4;0,75;1,32
2002;"PRUMOD";"Court";"Atlantique";0,05;0,316666666666667;0,8;2,08333333333333;5,65
2003;"PRUMOD";"Court";"Atlantique";0;0;0,1875;0,85;2
2004;"PRUMOD";"Court";"Atlantique";0;0,272727272727273;0,4;0,9;2,06666666666667
2005;"PRUMOD";"Court";"Atlantique";0,045;0,232954545454545;0,5;1;2,65
2006;"PRUMOD";"Court";"Atlantique";0;0,229166666666667;0,55;1,32142857142857;2,57916666666667
2007;"PRUMOD";"Court";"Atlantique";0;0,318181818181818;0,775;1,19047619047619;2,03125
2008;"PRUMOD";"Court";"Atlantique";0;0,05;0,333333333333333;0,783333333333333;1,6
2009;"PRUMOD";"Court";"Atlantique";0;0,25;0,5625;1;2,61249999999999
2010;"PRUMOD";"Court";"Atlantique";0;0,101010101010101;0,5;0,809090909090909;1,525
2011;"PRUMOD";"Court";"Atlantique";0;0,191666666666667;0,633333333333333;1,25;3
2012;"PRUMOD";"Court";"Atlantique";0;0,25;0,5;1;2
2013;"PRUMOD";"Court";"Atlantique";0;0;0,25;0,714285714285714;2,9
2014;"PRUMOD";"Court";"Atlantique";0;0,25;0,8;1,33333333333333;6,16666666666666
2015;"PRUMOD";"Court";"Atlantique";0;0;0,5;1;3,73333333333333
2016;"PRUMOD";"Court";"Atlantique";0;0,243055555555556;0,464285714285714;1;2,23125
2017;"PRUMOD";"Court";"Atlantique";0;0,119047619047619;0,5;1;4,4375
2018;"PRUMOD";"Court";"Atlantique";0;0,333333333333333;0,698529411764706;1;2,925
2019;"PRUMOD";"Court";"Atlantique";0;0,25;0,5;1,1875;3,58125
2020;"PRUMOD";"Court";"Atlantique";0;0,204545454545455;0,75;1,375;5
2021;"PRUMOD";"Court";"Atlantique";0;0;0,333333333333333;1;2,23333333333333
2022;"PRUMOD";"Court";"Atlantique";0;0,185714285714286;0,5625;1,04166666666667;3,08333333333333
1990;"PYRULA";"Court";"Atlantique";0;0;0,115384615384615;0,266826923076923;0,364182692307692
1991;"PYRULA";"Court";"Atlantique";0,00138888888888888;0,0138888888888889;0,0277777777777778;0,0416666666666667;0,0541666666666667
1992;"PYRULA";"Court";"Atlantique";0;0;0;0,5;0,95
1993;"PYRULA";"Court";"Atlantique";0,00999999999999997;0,1;0,2;0,3;0,39
1994;"PYRULA";"Court";"Atlantique";0;0;0;0;0
1995;"PYRULA";"Court";"Atlantique";0;0;0;0;0
1997;"PYRULA";"Court";"Atlantique";0;0;0;0;0
1998;"PYRULA";"Court";"Atlantique";0;0;0;0;0
1999;"PYRULA";"Court";"Atlantique";2;2;2;2;2
2000;"PYRULA";"Court";"Atlantique";0;0;0,5;1,17857142857143;1,66071428571429
2001;"PYRULA";"Court";"Atlantique";0;0;0;0;0,525
2002;"PYRULA";"Court";"Atlantique";0;0;0;0;0,2
2003;"PYRULA";"Court";"Atlantique";0;0;0;0;1,5640625
2004;"PYRULA";"Court";"Atlantique";0;0;0;0,107142857142857;0,825
2005;"PYRULA";"Court";"Atlantique";0;0;0;0,1625;1
2006;"PYRULA";"Court";"Atlantique";0;0;0;0;0,291666666666667
2007;"PYRULA";"Court";"Atlantique";0;0;0;0,233333333333333;1,0625
2008;"PYRULA";"Court";"Atlantique";0;0;0;0,223214285714286;0,683333333333332
2009;"PYRULA";"Court";"Atlantique";0;0;0;0,325;3,75
2010;"PYRULA";"Court";"Atlantique";0;0;0;0;0,75
2011;"PYRULA";"Court";"Atlantique";0;0;0;0,5;2,8
2012;"PYRULA";"Court";"Atlantique";0;0;0;0;0,5
2013;"PYRULA";"Court";"Atlantique";0;0;0;0;0,540000000000001
2014;"PYRULA";"Court";"Atlantique";0;0;0;0,2;1,3
2015;"PYRULA";"Court";"Atlantique";0;0;0;0;0,485714285714285
2016;"PYRULA";"Court";"Atlantique";0;0;0;0;1
2017;"PYRULA";"Court";"Atlantique";0;0;0;0,166666666666667;1
2018;"PYRULA";"Court";"Atlantique";0;0;0;0;2
2019;"PYRULA";"Court";"Atlantique";0;0;0;0;1
2020;"PYRULA";"Court";"Atlantique";0;0;0;0;0,723076923076924
2021;"PYRULA";"Court";"Atlantique";0;0;0;0;1,03787878787879
2022;"PYRULA";"Court";"Atlantique";0;0;0;0;0,82
2020;"RALAQU";"Court";"Atlantique";0;0;0;0;0
2001;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2008;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2009;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2010;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2012;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2013;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2014;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2015;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2016;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2017;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2018;"REGIGN";"Court";"Atlantique";0;0;0;1,5;2,85
2019;"REGIGN";"Court";"Atlantique";0;0;0;0,75;2,775
2020;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2021;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2022;"REGIGN";"Court";"Atlantique";0;0;0;0;0
2001;"REGREG";"Court";"Atlantique";1;1;1;1;1
2002;"REGREG";"Court";"Atlantique";0;0;0;0;0
2004;"REGREG";"Court";"Atlantique";0;0;0;0;0
2005;"REGREG";"Court";"Atlantique";1;1;1;1;1
2007;"REGREG";"Court";"Atlantique";0;0;0;0;0
2008;"REGREG";"Court";"Atlantique";0;0;0;0;0
2009;"REGREG";"Court";"Atlantique";0;0;0;0;0
2010;"REGREG";"Court";"Atlantique";0;0;0;0;0
2011;"REGREG";"Court";"Atlantique";0;0;0;0;0
2012;"REGREG";"Court";"Atlantique";0;0;0;0;0
2013;"REGREG";"Court";"Atlantique";0;0;0;0;0
2015;"REGREG";"Court";"Atlantique";0;0;0;0,5;0,95
2016;"REGREG";"Court";"Atlantique";0;0;0;0;0
2017;"REGREG";"Court";"Atlantique";1;1;1;1;1
2018;"REGREG";"Court";"Atlantique";0;0;0;0;0
2019;"REGREG";"Court";"Atlantique";0;0;0;0;0
2021;"REGREG";"Court";"Atlantique";0;0;0;0;0
1992;"SAXTOR";"Court";"Atlantique";0;0;0;0;0
1993;"SAXTOR";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1994;"SAXTOR";"Court";"Atlantique";5;5;5;5;5
1997;"SAXTOR";"Court";"Atlantique";1;1;1;1;1
1999;"SAXTOR";"Court";"Atlantique";1;1;1;1;1
2000;"SAXTOR";"Court";"Atlantique";5;5;5;5;5
2001;"SAXTOR";"Court";"Atlantique";0,0545454545454546;0,545454545454545;1,09090909090909;2,79545454545455;4,32954545454546
2002;"SAXTOR";"Court";"Atlantique";0,216666666666666;2,16666666666667;4,33333333333333;6,5;8,45
2003;"SAXTOR";"Court";"Atlantique";0,1;1;1,5;2;3,28571428571429
2004;"SAXTOR";"Court";"Atlantique";0;0;0,5;1,375;2,3875
2005;"SAXTOR";"Court";"Atlantique";0,0375;0,291666666666667;1,22222222222222;4,4;4,97
2006;"SAXTOR";"Court";"Atlantique";0,55;1;1,5;2;8,3
2007;"SAXTOR";"Court";"Atlantique";0,075;0,75;2;3,125;3,4625
2008;"SAXTOR";"Court";"Atlantique";0;0,25;1;2,5;4,16666666666667
2009;"SAXTOR";"Court";"Atlantique";1;1;1,66666666666667;2,5;2,95
2010;"SAXTOR";"Court";"Atlantique";0,8;1;1;4;4
2011;"SAXTOR";"Court";"Atlantique";0,609375;1,53125;2,25;2,625;9,95833333333333
2012;"SAXTOR";"Court";"Atlantique";0,1;1;1,83333333333333;2;2
2013;"SAXTOR";"Court";"Atlantique";0,0333333333333334;0,333333333333333;1,66666666666667;2;2,6
2014;"SAXTOR";"Court";"Atlantique";0,01875;0,1875;0,375;3,6875;6,66875
2015;"SAXTOR";"Court";"Atlantique";0,58;1;1;2,5;3,25
